ID,Total,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twentyone,twentytwo,twentythree
92128,5752,490,1853,2319,434,211,206,239,688,506,291,147,86,55,27,27,16,30,39,48,68,75,103,132,165,192,259,342,439,548,668,801
92912,729,81,215,203,63,51,40,76,88,45,19,13,16,3,4,8,5,6,16,20,7,17,24,22,28,21,32,44,52,42,114,83
92425,3045,340,835,931,302,194,212,231,353,301,236,121,98,57,30,26,23,32,33,30,32,39,51,49,53,72,83,141,188,252,355,390
92125,5166,643,1547,1684,355,262,314,361,654,496,291,173,88,62,46,30,32,25,30,43,48,79,94,96,100,146,180,248,278,440,678,809
92229,3125,277,960,1275,241,106,135,131,505,365,203,95,48,19,6,13,6,17,16,26,40,27,33,40,61,70,103,107,192,240,383,510
92224,7047,887,1922,1920,692,509,506,611,882,643,430,267,159,104,46,51,38,41,60,74,83,91,95,108,131,165,232,342,487,601,925,992
90522,334,51,67,92,51,26,21,26,49,35,32,16,7,1,1,1,6,11,13,15,16,12,4,8,9,5,4,10,17,12,23,27
93022,1911,299,465,362,218,184,187,196,276,141,86,61,33,23,27,17,14,18,22,35,30,25,37,36,36,56,61,91,91,134,248,313
90305,230,38,82,52,17,15,12,14,26,21,9,3,4,0,0,0,2,0,1,1,3,2,1,6,6,6,8,3,12,27,44,45
92318,1158,147,343,282,84,101,91,110,141,88,50,37,14,13,5,5,12,15,13,11,20,19,29,25,26,45,55,54,61,107,147,166
92017,1377,230,239,177,167,176,175,213,101,48,30,17,4,12,10,49,135,90,58,80,62,46,67,44,45,28,37,38,58,64,109,145
90729,2529,317,702,755,219,158,162,216,260,235,144,80,60,32,21,22,24,32,33,45,48,47,44,58,90,105,126,136,116,166,268,337
90121,1653,199,397,390,214,154,132,167,210,169,163,121,66,37,21,14,25,27,23,25,21,25,29,26,32,31,33,44,64,74,142,231
90209,160,29,49,36,11,13,10,12,15,14,4,0,1,1,0,0,1,2,1,2,4,8,7,12,7,8,9,5,13,7,23,16
91420,2275,378,498,421,235,206,228,309,225,152,69,25,35,10,12,9,27,20,28,54,82,126,146,164,167,90,92,74,70,127,187,284
93020,998,111,215,227,121,98,108,118,108,64,32,19,11,7,3,14,11,22,20,40,21,22,18,25,36,32,35,36,51,71,138,162
92610,1272,161,428,353,102,69,68,91,168,126,42,25,25,12,3,4,5,8,9,13,19,23,24,28,39,37,49,60,86,106,155,206
91628,5636,456,1646,2371,464,239,228,232,779,679,496,303,157,96,43,19,24,40,42,33,58,41,46,55,82,131,119,196,220,428,689,860
92720,1527,144,389,422,160,118,134,160,199,142,73,21,23,14,26,28,14,19,30,19,15,30,23,20,15,36,37,49,74,124,207,289
91926,271,42,68,76,26,25,11,23,30,24,14,3,3,6,1,0,1,1,2,2,3,4,2,3,5,6,8,15,12,33,49,44
90926,4780,679,1169,1162,460,478,361,471,534,411,259,167,114,65,36,31,41,53,60,59,85,92,94,82,127,168,243,231,299,425,485,619
93122,678,104,139,139,91,64,67,74,68,64,34,20,17,11,4,4,9,12,6,14,13,11,13,17,17,9,11,17,33,66,91,117
92725,1208,83,347,497,125,46,68,42,177,156,84,58,29,12,7,4,5,3,7,9,14,4,17,12,22,26,32,43,65,112,138,172
92625,3011,207,913,1124,315,132,151,169,352,293,228,156,67,21,8,8,8,28,17,24,43,34,45,37,40,74,90,123,180,312,410,413
92121,10606,1275,3313,3013,905,694,676,730,1551,1205,672,354,174,92,53,31,41,51,51,84,92,110,98,138,185,239,366,443,636,907,1416,1617
91830,311,42,52,84,30,37,43,23,42,13,6,5,4,2,3,4,5,2,5,3,4,3,6,2,5,6,16,20,23,36,38,58
92622,4613,609,1174,1301,463,321,372,373,410,353,269,167,103,63,27,16,43,45,56,82,93,126,100,104,106,141,207,209,321,430,576,566
92020,1398,197,386,354,106,115,126,114,156,113,61,37,25,7,9,3,6,10,19,23,25,27,48,37,30,40,70,71,115,130,159,177
91902,3886,496,1026,1122,341,273,295,333,433,394,297,139,47,19,30,22,35,29,46,56,79,46,63,66,73,93,111,135,200,338,553,582
91917,4295,688,1154,794,276,359,483,541,354,206,133,68,60,46,28,71,61,46,88,204,225,192,153,147,160,132,161,171,240,336,474,539
93003,846,94,263,196,82,67,71,73,105,64,42,20,16,6,7,9,9,5,7,10,17,16,15,13,28,23,28,40,59,106,104,97
92715,256,34,68,39,37,24,26,28,28,15,9,7,6,5,4,4,3,6,8,4,4,9,9,8,12,4,5,9,15,19,22,41
90629,634,63,189,154,74,50,54,50,56,43,15,15,12,3,4,3,6,3,12,33,15,21,17,25,19,36,34,30,42,44,73,73
91520,4118,652,1142,704,314,384,397,525,481,301,190,108,72,33,23,30,34,43,45,51,66,62,63,70,65,84,159,277,301,354,557,649
90602,659,82,168,129,63,54,93,70,74,43,30,12,12,2,3,1,3,2,3,4,6,5,9,15,17,16,23,30,49,66,118,116
91617,1189,194,278,247,73,101,116,180,188,160,132,70,35,8,2,5,7,4,9,8,11,12,13,27,27,43,25,18,49,62,122,152
93101,1123,164,307,227,142,84,106,93,117,64,34,20,9,3,7,4,2,5,10,8,10,13,19,26,27,27,46,55,105,142,197,173
90901,393,59,116,117,18,33,24,26,48,35,18,10,12,1,4,0,1,1,1,4,4,0,5,16,15,14,18,16,20,38,51,61
91604,138,23,40,24,10,14,12,15,17,8,5,7,5,1,1,2,1,3,4,2,3,2,4,1,3,2,1,4,8,11,20,23
92917,642,77,193,161,83,45,36,47,59,52,25,22,10,2,2,4,6,10,16,12,10,4,9,10,21,21,17,25,40,65,83,117
93021,1489,179,329,386,164,137,146,148,181,116,77,43,37,24,8,7,20,17,19,32,40,51,34,17,18,27,44,42,81,99,220,235
91531,1222,161,316,330,125,81,110,99,161,116,80,53,37,17,12,14,40,18,16,18,17,21,14,20,23,25,33,42,55,84,150,156
92607,490,51,158,160,40,36,21,24,45,41,25,15,9,4,0,0,0,5,3,5,6,5,10,7,13,19,23,26,35,51,63,80
91430,1246,188,314,285,128,104,110,117,147,128,102,58,30,26,14,18,12,19,18,21,20,18,17,18,19,15,33,31,41,77,176,188
92018,1072,162,254,233,65,76,73,209,90,46,47,22,9,6,6,12,18,12,15,13,21,41,17,27,20,36,31,52,101,121,139,170
91229,1962,180,684,708,132,77,98,83,311,257,122,71,39,29,12,8,11,9,10,11,18,19,18,19,17,45,57,61,88,131,286,313
91407,42,2,18,10,5,4,1,2,9,3,3,1,0,0,0,0,2,0,0,0,0,2,0,0,0,3,1,4,0,3,4,7
90225,1899,291,554,457,173,126,116,182,278,218,155,94,42,16,9,5,8,40,24,16,20,16,19,22,34,28,48,63,87,120,214,323
91020,2984,478,781,631,241,253,252,348,530,366,187,87,45,30,8,10,12,18,32,37,35,39,49,41,77,77,75,113,134,190,288,504
92609,1627,192,411,452,168,120,149,135,230,150,108,54,30,19,11,9,11,14,14,21,17,24,20,38,30,32,41,58,77,138,226,255
92204,1123,82,254,357,126,85,146,73,149,170,153,87,31,12,6,2,7,6,10,3,9,15,8,21,19,13,28,34,44,54,98,144
92031,2039,190,672,745,147,68,97,120,260,200,130,56,33,12,5,4,8,10,19,19,20,31,30,53,40,65,74,85,128,172,291,294
91621,1346,197,424,303,116,90,86,130,144,79,51,21,11,9,8,8,14,13,25,20,33,17,29,24,26,27,35,69,109,150,225,199
91825,769,88,270,239,44,42,34,52,107,77,35,24,12,12,11,2,2,8,3,6,7,18,16,13,13,6,18,22,53,77,101,126
93121,1726,216,426,390,189,175,170,160,209,172,98,64,39,25,16,17,19,21,19,29,40,31,27,34,47,48,52,57,78,111,188,285
92218,1920,258,650,408,162,121,143,178,239,157,84,49,29,16,13,12,10,21,21,30,21,40,42,43,42,43,51,86,135,167,288,281
92623,1842,183,505,651,206,81,103,113,205,212,144,97,53,17,7,6,14,14,21,23,16,24,17,33,38,45,57,77,95,136,230,261
93004,1529,194,412,434,142,104,108,135,153,137,89,49,22,14,6,8,19,15,19,29,24,38,43,36,42,51,72,85,96,116,172,194
91631,346,25,119,113,37,13,14,25,57,35,26,9,6,2,4,0,0,9,2,3,2,1,9,3,11,2,7,13,17,24,36,68
93102,539,66,162,98,57,46,60,50,41,28,22,11,5,2,1,3,3,10,7,12,5,12,5,13,15,22,32,52,46,52,73,67
91630,572,39,162,254,53,20,25,19,94,64,42,16,7,3,0,0,1,2,0,2,4,4,7,6,6,14,15,27,37,48,70,103
92201,2729,195,797,1101,266,120,116,134,308,247,182,101,69,27,14,13,12,23,28,30,34,52,45,66,64,83,92,141,171,245,320,362
92003,1180,136,352,411,74,73,64,70,128,96,63,48,26,14,4,4,5,9,4,5,15,8,15,18,31,35,79,55,75,129,143,171
91620,2186,370,754,429,150,140,133,210,284,204,115,62,52,25,14,19,25,16,21,27,39,31,31,44,45,47,60,76,118,162,282,387
91702,486,47,165,148,37,33,30,26,92,58,33,9,5,1,1,0,1,3,4,5,11,6,2,3,3,9,13,10,8,37,80,92
92418,2069,207,757,582,153,113,117,140,255,190,110,65,28,26,15,8,7,16,14,26,19,35,50,44,26,55,73,78,126,169,325,309
92611,664,93,215,150,57,44,48,57,57,47,20,11,5,4,2,4,4,0,5,4,8,12,11,24,27,31,35,50,50,72,96,85
92719,370,34,84,81,36,42,45,48,45,28,15,7,3,3,4,4,2,6,9,3,1,5,8,9,9,11,14,19,23,20,58,64
91025,598,95,130,169,64,50,44,46,99,56,41,15,15,8,3,1,2,7,3,5,4,7,4,7,9,14,22,16,39,41,82,98
91325,1451,187,456,380,120,83,99,126,200,137,92,50,27,12,10,8,10,12,16,14,17,25,19,18,13,25,24,35,89,157,176,265
92909,751,102,222,149,56,69,82,71,88,68,39,15,12,4,2,4,9,4,8,10,12,15,19,19,17,24,24,33,38,49,97,141
91401,627,73,158,177,73,42,44,60,90,56,33,11,10,8,5,4,5,7,5,3,11,8,13,15,19,13,20,16,33,52,74,116
91422,1269,200,339,325,109,110,94,92,131,102,63,41,31,24,9,4,3,5,9,14,19,14,27,23,28,47,51,50,95,128,151,200
92101,2886,267,744,1184,290,142,118,141,331,278,185,112,74,29,22,13,18,14,29,24,34,52,54,65,95,76,112,122,195,258,336,358
90025,549,56,138,165,52,48,32,58,60,37,21,21,10,6,2,1,1,2,3,16,19,20,20,13,13,17,14,25,47,57,57,67
93018,741,93,171,177,76,80,64,80,85,62,46,26,17,8,10,11,10,12,10,8,13,26,13,14,14,21,25,32,31,47,69,131
91224,717,97,210,206,63,48,47,46,99,69,39,20,12,7,4,3,5,6,7,10,11,7,10,14,18,14,18,37,41,59,105,102
92708,1181,103,453,323,113,74,44,71,121,77,50,25,17,8,5,1,4,15,20,28,33,32,19,26,34,59,45,47,82,103,159,171
91331,441,41,141,138,36,38,26,21,66,40,25,15,4,1,2,1,1,3,8,5,10,6,6,3,6,9,16,8,17,41,78,70
93005,1536,202,433,419,123,118,131,110,139,98,38,25,16,9,6,9,13,14,19,24,36,55,44,51,52,56,76,102,110,168,197,179
92005,1232,126,402,388,113,68,58,77,137,109,85,43,25,13,9,5,12,6,12,10,17,19,41,31,40,35,35,51,71,99,171,156
91826,762,69,224,246,61,45,52,65,145,76,39,17,11,13,5,5,4,4,2,4,7,4,7,5,12,16,20,17,26,58,120,145
92806,404,34,122,123,34,24,43,24,49,31,23,9,6,2,1,1,0,5,4,5,2,2,2,3,8,12,8,20,24,49,73,65
92516,170,18,51,52,8,9,27,5,19,15,6,4,3,2,3,1,0,1,5,4,3,0,2,3,8,1,17,4,9,11,24,25
91905,1379,135,367,513,156,67,64,77,146,177,118,57,35,14,11,6,9,5,7,19,16,26,24,21,31,48,49,49,79,106,151,175
92202,1999,182,547,775,187,101,90,117,201,176,109,77,43,15,8,7,6,21,27,29,35,41,40,54,56,74,82,105,142,175,232,244
91601,159,12,41,69,12,5,10,10,17,17,14,1,2,6,0,2,1,1,1,2,0,2,2,4,1,3,3,3,5,8,30,34
92228,3857,400,1077,1453,318,177,182,250,452,383,243,149,75,27,20,12,19,28,22,33,59,37,48,73,100,96,136,202,294,367,470,512
92404,824,74,228,294,87,51,40,50,90,73,54,38,26,5,1,1,6,7,13,13,13,10,17,17,16,27,32,35,60,69,106,95
91824,68,11,20,22,4,7,3,1,4,7,9,2,1,1,1,1,1,0,1,1,2,0,1,6,0,3,3,2,1,4,10,7
90529,852,83,298,261,74,23,51,62,107,70,55,27,13,6,9,3,4,4,3,2,5,9,15,13,11,28,35,37,54,58,128,156
92523,2850,283,772,968,332,170,161,164,371,262,205,150,79,36,12,19,19,29,23,43,33,51,56,51,67,68,84,131,148,226,317,370
93119,642,91,163,161,62,53,48,64,77,59,34,21,13,8,3,3,1,12,7,10,14,24,16,12,14,25,23,26,30,51,85,74
93012,619,80,196,113,50,53,55,72,76,52,28,16,5,4,3,3,7,3,7,16,16,7,19,11,10,16,18,25,19,46,106,106
91508,87,11,27,24,8,8,4,5,19,11,2,0,0,1,1,0,0,1,2,3,0,0,2,0,3,0,0,0,1,9,11,21
92027,386,37,118,139,31,17,19,25,52,37,29,6,4,6,0,3,3,2,3,3,5,7,6,3,3,9,11,17,22,33,58,64
90830,792,83,329,201,85,26,32,36,85,55,31,18,6,0,1,4,6,1,5,6,9,11,15,20,27,34,41,50,68,77,103,119
93123,573,99,139,165,56,28,38,48,79,54,41,15,7,1,2,3,2,7,7,6,11,6,8,16,10,18,15,22,41,36,73,93
91805,1917,190,545,802,166,82,61,71,251,165,86,43,22,13,4,7,6,12,14,23,23,28,45,35,52,64,68,86,125,174,254,317
93002,1127,136,298,294,99,103,92,105,119,95,67,39,16,14,16,4,10,5,12,11,18,25,29,36,34,40,39,54,74,108,123,139
90831,1298,154,365,366,154,83,73,103,123,103,63,31,16,12,9,6,27,32,26,20,24,17,15,23,27,26,50,79,112,138,178,141
92428,763,91,219,241,75,48,51,38,92,48,25,27,20,22,31,8,13,5,8,14,19,24,18,20,18,19,20,23,29,61,83,116
91502,519,48,209,160,29,19,19,35,91,53,17,11,5,0,1,0,1,6,3,3,3,8,3,4,5,8,8,9,22,32,81,145
91303,152,26,50,37,13,4,12,10,9,7,4,4,2,0,1,0,0,0,3,2,2,2,3,3,7,7,7,9,16,13,22,29
91708,343,56,124,82,34,10,16,21,46,26,27,8,5,1,2,2,2,5,4,3,4,5,2,1,10,7,8,8,13,33,58,63
90111,477,57,173,115,29,32,31,40,66,30,13,12,2,2,3,0,4,6,5,2,7,11,3,7,5,11,14,13,26,38,77,120
91602,193,28,52,64,10,12,9,18,29,10,6,1,2,0,0,3,2,2,5,1,1,2,1,7,10,7,7,7,6,19,32,33
90303,60,9,19,10,5,4,6,7,9,2,1,2,0,0,0,0,1,1,1,0,1,0,1,0,2,0,0,3,2,6,14,14
92329,1181,118,394,382,89,54,60,84,163,144,59,35,17,9,2,5,10,8,7,9,15,12,13,24,25,28,33,42,64,98,162,197
92004,1463,138,416,585,125,67,62,70,172,189,112,82,45,6,3,9,8,6,10,14,14,24,31,17,31,44,37,60,88,109,161,191
91404,133,13,46,46,9,6,4,9,16,11,12,8,5,3,1,1,1,0,0,1,0,2,0,2,0,1,0,6,6,15,16,26
92103,1027,92,277,416,99,59,45,39,96,70,73,41,26,10,2,7,2,6,8,13,15,20,36,37,40,47,49,62,73,90,105,99
90630,1993,281,606,588,123,100,116,179,299,188,126,75,48,24,10,9,25,30,26,37,27,39,32,32,27,46,60,70,89,136,253,285
92028,744,107,227,222,68,42,26,52,73,62,26,13,13,3,0,4,0,4,3,2,6,8,15,26,25,46,47,46,56,76,94,96
90230,751,55,228,278,85,34,38,33,102,76,56,29,21,3,2,1,8,3,5,10,5,17,16,14,18,18,14,31,35,56,92,119
92406,1158,83,308,531,96,41,39,60,135,143,91,87,63,15,2,5,3,6,7,5,12,11,10,11,11,19,26,30,50,80,142,194
92328,1765,183,458,588,210,112,104,110,202,152,123,56,34,18,22,18,13,17,16,22,17,30,36,42,45,53,73,102,107,142,186,239
93017,49,7,12,7,6,6,5,6,2,3,1,1,0,0,0,1,0,4,1,3,2,2,1,1,1,2,1,2,2,4,2,13
92519,626,84,203,149,39,37,60,54,92,48,33,18,11,7,6,4,2,4,6,1,4,4,13,11,8,16,13,18,36,54,95,122
90408,413,94,133,50,7,25,16,88,42,15,3,2,0,0,1,1,2,2,2,0,1,2,0,3,6,5,15,22,52,99,75,63
90205,265,36,82,63,20,21,26,17,12,15,13,6,4,1,2,0,4,4,4,6,8,11,7,5,11,17,16,12,20,33,27,27
92302,1489,98,439,646,124,58,69,55,187,146,105,56,39,22,11,3,6,8,5,9,13,13,25,29,22,28,57,74,99,132,194,206
91431,1480,181,374,419,148,113,121,124,164,114,73,49,27,13,19,9,9,20,28,38,37,37,39,46,55,55,52,65,88,104,159,180
92429,257,35,73,85,27,9,17,11,50,17,9,5,3,3,0,1,1,0,1,0,2,6,8,8,11,4,5,7,10,17,35,54
93113,140,44,47,10,3,1,21,14,23,6,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,4,11,32,54
92706,987,110,314,270,77,69,76,71,119,68,39,20,12,3,6,2,5,10,13,13,16,17,24,24,23,42,37,40,60,87,144,163
90108,197,22,65,38,19,11,17,25,19,12,15,16,8,6,0,2,2,1,2,1,2,2,4,0,4,5,4,3,15,11,23,40
91720,382,53,125,76,23,21,44,40,49,31,27,11,11,6,2,4,4,4,10,7,6,13,8,14,6,4,12,13,26,29,42,43
90304,257,23,72,58,30,24,22,28,19,10,7,4,0,0,1,1,3,3,3,2,2,7,3,4,7,5,16,21,40,33,31,35
91622,580,92,166,171,32,43,33,43,58,42,27,18,16,8,1,1,4,3,2,22,17,19,26,16,12,21,22,20,31,40,69,85
92303,1158,84,361,444,105,50,62,52,119,124,102,72,34,24,5,10,3,3,7,9,3,8,16,13,23,25,30,42,67,114,140,165
92306,799,68,248,255,90,49,44,45,89,87,47,36,10,10,1,2,2,5,3,4,12,11,20,17,30,33,30,43,30,68,101,108
90130,667,125,172,125,74,48,62,61,41,28,18,10,5,3,3,3,3,12,10,14,11,24,20,19,28,45,55,49,56,66,73,71
91706,610,55,204,208,39,38,26,40,82,46,26,10,3,4,2,4,2,6,1,4,8,5,12,6,10,14,9,30,57,79,79,111
92807,376,38,148,96,25,18,25,26,33,23,11,9,6,2,1,0,1,2,1,1,1,3,3,9,16,14,28,20,35,41,55,61
92405,901,82,253,362,84,51,39,30,141,111,90,50,24,12,2,5,2,4,8,20,10,11,12,17,14,18,33,27,36,61,75,118
92813,787,121,234,195,51,50,52,84,107,80,24,10,11,4,5,2,3,9,4,6,13,9,9,12,10,16,15,35,64,82,111,146
91927,785,92,255,252,71,39,48,28,87,69,28,14,12,6,3,3,0,3,10,9,10,12,16,27,18,18,37,44,46,75,133,105
91228,272,33,104,67,22,16,13,17,34,34,8,12,1,8,2,5,4,0,1,0,2,0,0,2,4,5,3,7,6,22,52,60
91923,1246,131,443,456,52,34,50,80,172,170,98,62,37,20,27,16,26,17,18,13,12,20,17,21,29,20,27,27,32,56,139,170
90128,1471,197,423,416,116,100,98,121,149,102,80,55,33,11,9,5,2,13,14,11,21,27,27,40,35,40,60,77,87,151,189,233
90930,573,52,162,226,44,25,31,33,80,65,22,27,5,4,4,2,4,3,3,4,4,4,4,5,9,12,8,21,46,71,78,88
90224,397,47,114,74,57,38,34,33,39,27,19,6,8,4,2,0,3,7,2,6,6,9,6,11,11,15,5,14,21,50,71,55
92713,158,23,38,43,35,9,5,5,25,36,32,20,4,2,0,0,0,0,0,0,2,0,2,0,3,1,1,1,1,4,9,15
93107,335,27,112,111,23,15,25,22,44,22,13,4,2,0,0,0,2,1,2,6,7,12,5,9,11,7,10,12,16,40,53,57
93110,138,14,38,37,9,7,16,17,18,18,7,4,2,0,1,0,3,1,0,2,1,2,1,3,2,0,5,9,6,9,16,28
90208,167,24,59,31,13,11,12,17,11,10,8,3,2,1,1,0,1,1,2,2,4,0,7,7,7,3,4,5,9,18,22,39
91801,1142,159,331,325,85,73,75,94,221,187,86,31,7,6,6,1,3,6,4,11,10,10,11,18,11,21,27,31,36,55,137,206
90107,20,5,6,0,0,2,4,3,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,0,5,2,2
91504,134,29,38,28,13,6,10,10,23,6,9,4,2,3,1,1,1,2,1,2,2,3,2,5,2,0,1,4,3,8,16,33
91803,292,20,117,94,18,15,22,6,53,15,16,6,0,0,0,1,1,1,3,2,0,1,2,8,9,8,16,8,26,30,40,46
91026,78,10,22,29,4,6,2,5,8,1,4,3,2,2,4,0,1,1,0,0,1,2,1,3,2,1,2,5,4,11,12,8
91726,1388,126,458,426,104,79,105,90,195,102,71,62,23,21,15,17,11,19,20,19,12,20,14,39,38,39,55,57,73,88,172,206
91629,697,65,151,325,63,35,29,29,98,60,54,21,13,16,9,4,4,6,5,2,8,6,10,14,10,18,15,29,56,59,82,98
93023,603,104,141,146,64,47,47,54,57,44,21,15,2,6,3,7,4,7,7,16,19,15,11,9,19,26,29,30,47,57,76,76
92420,357,39,128,119,13,19,18,21,12,12,10,5,5,2,0,3,7,6,8,12,5,7,16,14,14,17,25,31,22,38,44,42
92305,526,36,158,218,56,21,19,18,56,59,42,31,16,4,1,1,3,5,4,5,9,3,10,11,7,11,22,26,35,42,67,56
90530,358,41,125,89,31,24,25,23,35,21,12,8,2,0,3,6,2,0,6,2,7,8,4,11,6,4,9,15,18,39,78,62
92913,203,15,69,45,18,26,17,13,19,11,10,3,3,2,2,1,2,2,3,2,6,4,4,1,3,5,7,6,10,24,34,39
91603,135,12,53,22,24,6,7,11,17,9,4,5,2,1,0,0,0,2,1,0,0,1,4,1,7,8,9,7,5,16,20,16
92811,214,23,77,64,10,14,11,15,21,19,4,3,1,1,1,0,0,0,3,6,5,8,7,11,6,7,9,9,15,18,24,36
91428,880,69,244,416,60,30,31,30,144,99,78,31,20,12,5,0,2,4,5,0,3,0,1,8,9,7,19,26,50,73,124,160
91305,143,29,34,44,12,11,11,2,10,11,6,6,3,0,2,1,1,2,0,2,4,7,2,3,7,6,3,8,9,9,19,22
92907,110,12,26,44,4,8,2,14,20,9,6,3,1,1,0,1,0,1,0,2,4,3,3,1,5,7,4,3,5,10,11,10
91506,106,13,17,28,6,11,14,17,13,6,6,3,1,0,0,0,0,8,3,2,2,2,4,6,3,3,6,6,6,6,14,6
91131,261,27,83,73,24,15,25,14,47,14,9,11,2,0,0,8,12,2,2,0,2,5,3,2,4,6,4,9,12,12,49,46
93124,24,2,10,8,4,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,2,2,2,3
92511,275,41,80,69,29,16,13,27,20,20,24,15,5,0,3,1,1,3,0,3,2,1,7,5,5,13,7,12,15,32,34,47
91807,125,16,55,32,4,3,10,5,18,4,5,0,0,0,0,0,0,0,0,0,4,0,3,0,2,4,6,1,13,15,13,37
90402,146,23,39,29,32,5,11,7,9,7,6,3,1,2,0,1,1,0,0,1,0,0,0,5,2,4,9,8,15,15,33,24
91301,333,43,91,91,35,16,24,33,43,15,12,8,4,1,0,1,2,7,5,2,5,7,15,7,19,9,24,25,11,29,46,36
91231,563,77,192,151,36,23,40,44,93,51,38,29,8,4,6,1,4,1,3,6,6,3,5,5,5,8,10,6,22,36,98,115
91802,436,44,137,126,30,43,26,30,80,26,16,14,2,4,0,1,2,3,3,1,1,2,5,7,5,17,11,7,11,33,90,95
92104,1374,150,383,502,132,75,73,59,181,138,124,84,59,16,12,12,8,13,16,8,16,22,17,17,24,35,46,47,62,115,142,160
92808,341,57,110,64,40,19,23,28,40,23,6,2,3,0,0,0,4,4,3,4,5,5,3,1,10,15,7,11,15,36,84,60
92317,93,14,17,17,4,15,20,6,2,14,7,4,2,1,1,0,1,0,0,1,1,2,3,5,0,1,4,2,7,6,9,20
90800,75,8,17,13,8,10,11,8,16,2,1,0,0,0,0,0,1,0,1,2,2,0,1,0,3,4,1,8,2,5,9,17
