ID,Total,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,zero,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,fourteen,fifteen,sixteen,seventeen,eighteen,nineteen,twenty,twentyone,twentytwo,twentythree
90923,2021,291,518,539,183,140,153,197,195,154,127,95,55,32,18,7,19,19,28,40,28,38,41,42,40,61,76,114,139,165,247,241
92127,3898,440,1059,1190,406,264,243,296,332,238,139,84,62,33,21,19,17,19,26,46,55,76,101,104,108,184,205,256,359,425,505,484
91123,4862,772,1267,1084,411,406,437,485,479,412,214,127,88,43,32,20,29,53,84,133,122,121,121,149,174,177,203,213,311,393,575,589
91121,10130,1521,2821,2391,933,743,769,952,1319,928,513,317,155,108,62,64,69,75,96,101,163,182,179,165,231,270,322,443,621,881,1356,1510
90727,5745,737,1387,1513,565,488,523,532,520,445,308,218,133,85,59,35,70,64,80,68,89,114,141,119,166,177,219,349,425,524,691,646
92722,2520,287,669,866,247,143,158,150,318,227,156,121,117,25,17,9,16,16,16,23,32,45,49,48,45,68,79,74,129,214,325,351
92612,2302,296,594,531,272,205,196,208,260,186,134,75,36,21,11,12,20,16,12,18,38,54,58,54,58,76,80,93,145,208,309,328
92026,1907,227,663,546,132,110,112,117,240,143,80,55,24,15,6,18,16,17,22,24,36,32,35,41,54,49,69,74,130,172,253,302
92621,8766,1036,2245,2291,1071,691,697,735,1091,906,608,372,174,74,54,52,81,87,107,115,141,141,163,169,160,229,309,365,526,708,963,1171
92323,10832,1279,2631,2674,1226,931,974,1117,1134,908,587,425,263,161,146,159,161,162,126,149,189,166,197,206,247,292,373,515,648,943,1237,1438
92325,4779,804,1189,908,440,435,512,491,415,346,216,168,96,75,48,39,28,52,55,91,91,121,129,132,147,175,213,255,317,427,545,598
91607,497,56,157,163,32,26,17,46,38,30,10,0,5,0,2,4,11,32,26,9,2,6,4,5,4,9,10,29,36,65,78,82
92220,7409,1019,2065,2086,622,490,573,554,863,632,314,177,81,30,34,47,46,54,57,98,112,115,138,175,192,226,233,370,521,698,1029,1167
92321,12391,1472,3446,3140,1405,896,959,1073,1557,1104,677,362,234,97,60,77,74,93,121,162,199,210,208,248,273,327,401,524,743,1069,1673,1898
92024,14790,2030,4106,4637,1304,866,896,951,2001,1594,961,532,329,185,93,61,73,100,114,173,197,224,270,310,355,362,476,640,881,1135,1657,2067
90424,12009,1625,3151,3352,1111,864,886,1020,1509,1129,649,382,248,153,82,48,39,59,80,144,174,186,219,259,290,359,444,548,840,1061,1447,1660
91518,3683,477,1029,838,316,257,373,393,459,347,218,128,80,68,31,17,34,35,39,36,64,48,92,85,81,98,150,163,176,282,419,533
91024,4577,650,1159,1140,447,376,353,452,497,381,269,180,109,82,42,31,20,50,65,77,90,105,108,112,133,161,163,212,314,348,478,550
91523,3664,443,879,1265,289,201,225,362,543,471,296,158,83,50,31,47,38,20,33,29,31,35,26,43,57,60,88,119,161,224,477,544
90827,7999,1020,2042,2456,734,583,549,615,881,762,586,396,231,149,60,48,51,53,65,57,93,126,143,155,207,242,310,353,490,680,880,981
92331,2301,202,718,909,218,77,73,104,296,218,160,81,42,20,12,11,7,4,16,11,24,28,27,52,33,56,70,94,149,224,317,349
90623,20480,2727,5414,5830,1991,1317,1515,1686,2427,1918,1241,716,471,275,120,103,72,114,192,271,316,352,407,529,463,636,792,935,1240,1682,2338,2870
91921,16745,2354,4727,4488,1378,1180,1223,1395,2278,1625,921,509,354,187,98,65,79,72,103,156,210,228,277,322,385,469,531,723,955,1325,2255,2618
91931,1532,207,428,461,137,86,100,113,181,150,84,39,37,22,13,8,14,11,12,11,14,20,27,31,33,41,40,46,84,118,205,291
90526,7862,1076,2101,2015,711,649,647,663,1035,768,498,355,202,141,81,69,55,69,73,96,108,116,134,157,172,207,293,327,427,531,825,1123
90823,9415,1340,2226,2474,1011,752,778,834,1078,876,554,335,194,123,75,50,53,61,70,95,121,124,124,171,299,277,381,407,600,884,1148,1315
90627,1842,265,460,530,145,124,153,165,181,137,95,47,33,29,12,11,24,35,20,38,39,41,36,52,65,91,100,142,115,127,184,188
90725,5014,673,1072,1250,613,474,469,463,649,439,316,200,167,80,30,21,50,31,37,64,56,72,82,74,82,136,166,214,288,363,632,765
91122,16325,2452,4310,3784,1581,1211,1361,1626,1853,1571,1120,605,275,192,110,94,112,143,172,257,302,406,431,377,408,507,635,689,894,1179,1874,2119
92427,867,94,231,335,97,33,40,37,105,79,71,39,41,28,17,6,2,5,12,3,9,11,17,18,16,21,28,28,44,64,84,119
92522,5557,633,1415,1659,624,338,398,490,540,444,288,210,130,69,43,33,34,46,75,75,96,117,131,87,131,170,229,319,425,513,660,692
91526,5972,803,1539,1669,541,436,467,517,732,632,424,256,137,90,49,40,34,57,62,70,117,122,171,141,133,134,179,208,303,379,643,859
91323,2918,410,844,836,243,168,184,233,348,282,142,80,33,28,14,14,14,13,25,23,52,47,47,54,79,80,125,156,203,265,356,438
91320,1300,176,393,398,68,69,84,112,98,68,39,16,11,10,6,10,12,16,24,33,51,108,96,71,65,50,64,70,70,69,131,112
92904,1637,195,478,462,168,89,118,127,176,149,78,52,28,12,7,10,6,11,14,19,17,22,15,21,29,42,49,70,117,179,222,292
91721,3856,535,1161,926,319,327,260,328,525,376,222,109,70,45,18,18,17,30,32,35,49,58,59,63,63,85,96,141,184,327,587,647
90726,6441,814,1683,1821,631,434,525,533,707,544,437,251,193,98,58,45,36,44,41,62,77,90,113,133,148,189,247,358,443,566,725,836
92724,1617,120,499,612,174,58,72,82,228,168,115,54,24,8,3,9,9,5,11,10,18,16,20,15,33,40,63,80,102,147,210,229
91930,1566,267,344,327,164,145,158,161,202,172,89,52,29,15,15,23,16,12,16,13,27,27,24,23,30,30,49,78,72,104,191,257
90428,4910,641,1334,1249,437,401,415,433,442,437,251,148,107,70,39,27,25,38,71,78,102,127,152,150,152,184,200,305,293,399,526,587
90626,11119,1613,2900,2777,1053,869,913,994,1296,1033,701,441,292,192,121,97,85,111,118,137,169,187,218,214,253,336,385,481,635,900,1192,1525
90523,32270,4492,8633,9411,2853,1976,2258,2647,4027,2945,1743,1072,698,409,177,171,175,201,232,283,336,523,636,640,837,1004,1294,1495,1986,2565,4070,4751
92521,13850,1899,3443,3450,1552,1145,1199,1162,1405,1056,650,425,240,117,121,100,142,156,201,290,284,306,341,343,393,501,541,671,972,1186,1670,1739
91427,3258,248,953,1393,256,134,134,140,462,416,347,184,110,56,31,7,12,12,12,23,26,29,38,47,49,81,66,83,141,227,351,448
92920,1465,158,321,347,194,119,143,183,176,110,70,55,17,19,29,18,27,11,20,16,38,24,25,22,28,29,49,59,54,127,205,237
92608,1467,180,430,406,136,122,92,101,167,140,102,65,16,10,11,9,8,21,11,26,31,26,32,29,46,57,60,68,90,110,154,178
92721,1839,229,450,380,207,180,209,184,194,127,69,50,31,15,19,13,21,30,37,50,60,58,43,56,54,78,73,82,102,128,203,246
92025,5880,796,1760,1648,495,352,398,431,764,556,291,177,87,66,47,44,27,45,50,55,71,71,127,129,209,224,267,255,316,383,761,858
92119,5795,803,1265,799,541,912,872,603,412,256,163,93,65,29,41,26,70,164,200,273,285,337,361,358,259,265,349,302,277,322,393,495
92419,2042,271,609,438,182,164,187,191,232,152,94,60,32,20,20,20,19,15,26,28,22,36,34,52,59,63,73,89,132,183,277,304
91626,3581,418,848,1134,381,259,275,266,489,430,250,179,119,75,31,22,25,42,43,44,60,63,76,68,76,78,81,138,155,204,364,469
92022,10945,1503,3028,2726,1003,830,830,1025,1288,1068,643,431,241,131,79,54,52,66,156,239,339,387,426,365,329,378,345,364,447,739,1063,1315
90625,11918,1566,2860,3556,1186,810,966,974,1416,1128,779,574,377,245,138,61,77,75,107,128,161,139,167,201,221,295,387,515,743,996,1368,1620
92624,2907,319,784,971,304,180,178,171,337,268,222,133,54,17,15,11,17,24,27,30,33,28,61,78,61,79,82,118,175,280,365,392
90119,1591,199,420,426,143,116,154,133,210,150,89,54,28,15,12,8,15,8,13,18,16,23,40,74,36,37,48,75,83,122,171,246
90527,2504,366,690,637,219,196,189,207,263,220,124,96,58,46,20,14,17,15,22,35,48,50,72,52,68,64,82,120,170,205,278,365
90925,7943,1203,1937,2134,692,611,640,726,860,690,480,307,194,127,77,59,57,69,120,151,154,180,184,203,200,262,313,351,489,634,865,917
91904,2080,194,577,819,201,81,105,103,260,205,161,103,51,25,21,8,15,10,19,21,34,19,35,32,55,73,57,88,128,141,243,276
92616,2233,306,583,561,203,184,178,218,230,213,118,76,40,24,13,15,13,25,28,30,30,42,47,39,45,67,101,91,151,188,272,335
91819,29815,4608,8328,6371,2338,2179,2786,3205,4798,3645,2087,1045,587,348,170,130,141,195,242,251,303,401,502,508,565,650,834,957,1269,2010,3371,4806
92919,1654,205,440,402,196,145,132,134,220,175,90,58,15,9,7,6,31,28,30,27,37,34,28,44,32,44,65,48,80,121,187,238
90722,20174,2840,5602,5618,1741,1336,1387,1650,2520,1977,1232,740,486,273,122,86,92,94,121,164,227,315,344,436,462,632,726,896,1200,1724,2367,2938
92726,574,57,181,162,58,40,31,45,60,52,26,23,17,2,4,4,1,7,6,5,4,11,20,10,18,23,20,38,36,64,54,69
93120,611,73,149,154,63,51,70,51,70,48,28,17,16,5,3,2,9,7,9,7,4,13,12,15,14,11,21,14,25,48,77,136
91925,2409,306,782,650,153,123,189,206,316,242,148,89,35,16,16,11,10,26,21,23,34,43,47,61,45,69,94,101,136,185,297,344
90425,10109,1260,2434,3219,937,674,768,817,1269,901,547,355,299,177,92,63,48,52,68,89,122,140,140,158,194,262,334,441,620,899,1360,1479
90723,8980,1249,2342,2660,834,594,621,680,996,810,551,368,236,145,91,43,54,67,89,84,110,122,156,172,192,247,322,432,572,819,1073,1229
91818,13889,2185,3360,3061,974,1129,1440,1740,1910,1477,819,439,279,185,114,109,113,101,134,217,273,400,428,383,391,372,372,439,600,892,1403,2039
93130,350,54,93,102,25,20,26,30,35,20,17,7,8,2,4,2,4,4,5,7,8,5,7,9,13,15,22,17,32,35,24,48
90829,2579,373,817,843,182,127,117,120,264,208,142,71,43,21,14,12,16,13,17,37,46,43,46,76,65,86,141,165,190,243,289,331
91924,2491,301,837,766,174,141,134,138,283,281,162,99,56,22,16,6,6,6,17,22,29,46,44,55,61,77,83,114,143,172,321,370
92822,1240,104,380,353,115,80,92,116,144,111,55,35,16,5,3,11,6,8,5,9,15,7,28,28,31,27,34,45,83,125,195,214
90423,7624,983,1745,2272,837,590,591,606,955,667,440,251,114,89,36,40,41,46,70,80,106,108,149,148,183,211,257,328,485,760,1010,1050
92823,2777,243,898,951,243,126,160,156,465,417,264,153,45,4,4,2,9,13,21,17,31,24,19,29,29,42,71,87,147,172,284,428
93019,2192,380,593,482,190,160,177,210,280,206,112,71,46,33,17,21,75,60,44,28,29,25,40,36,43,40,44,83,100,149,247,363
90326,4180,549,1032,1134,408,345,351,361,497,367,299,163,87,51,44,25,27,31,37,63,70,71,85,65,98,102,123,174,224,362,510,605
92421,15717,2109,3920,3612,1827,1328,1406,1515,1580,986,601,327,212,125,83,109,119,133,212,208,291,262,339,363,409,551,716,999,1283,1600,2126,2083
91219,1536,213,392,337,153,128,144,169,160,96,63,32,13,13,7,8,12,18,40,51,49,46,46,34,37,49,47,64,90,132,211,218
91524,3578,426,921,1067,318,265,258,323,577,443,241,139,46,26,19,17,19,20,30,44,61,70,57,49,65,87,98,116,162,229,404,559
90628,3635,479,1104,993,293,219,270,277,394,277,162,106,62,37,16,13,18,44,57,56,77,84,79,82,99,105,120,174,219,306,479,569
91718,13222,2131,3145,2697,1246,1236,1207,1560,1771,1177,641,355,230,119,63,63,86,125,156,142,143,235,230,283,281,370,440,585,766,1035,1770,2156
92422,5937,601,1549,1643,683,436,531,494,537,435,258,173,107,52,38,26,29,73,100,91,105,140,167,163,184,266,236,336,460,517,703,741
92120,6922,952,1958,1674,611,471,546,710,778,494,305,167,96,47,31,41,39,43,73,79,93,120,150,181,184,172,282,350,544,631,921,1101
90728,3518,483,948,920,319,309,256,283,331,272,177,117,68,57,25,17,34,34,42,62,55,82,95,91,114,137,134,200,188,277,468,441
91418,2968,387,755,881,257,189,219,280,439,343,172,106,73,49,38,24,35,32,25,31,27,47,44,51,58,45,72,99,138,255,287,478
91426,1201,98,406,462,67,61,44,63,165,135,89,68,33,23,12,7,9,6,8,8,10,8,12,16,17,17,36,42,60,107,161,152
92122,10322,1322,2850,2754,1038,689,838,831,1149,928,626,380,210,112,73,50,65,60,82,113,113,156,148,221,231,291,353,525,672,983,1317,1464
91220,6072,1017,1702,1250,483,473,513,634,702,453,248,131,79,57,44,39,47,73,79,113,124,150,167,175,172,183,227,328,379,519,681,902
91625,3928,418,1085,1245,362,271,248,299,572,442,303,167,84,48,31,25,29,20,25,45,49,44,66,62,68,97,111,145,185,245,422,643
91903,3040,298,880,1104,298,135,139,186,368,303,215,91,49,26,8,6,15,10,12,20,24,34,51,54,60,77,126,152,222,305,386,426
92225,2108,253,567,619,204,161,155,149,269,240,190,101,47,38,20,8,12,23,20,31,27,33,38,36,35,53,69,83,100,136,224,275
92222,11010,1449,3107,3164,996,708,717,869,1656,1415,735,347,185,101,35,56,52,73,115,103,113,156,157,194,189,265,302,393,591,811,1253,1713
92819,1630,206,399,398,147,125,185,170,178,136,85,48,32,24,18,17,12,18,18,28,23,33,40,28,45,39,61,50,89,125,235,248
91423,5316,769,1450,1474,495,327,344,457,736,597,385,224,95,65,41,26,30,33,42,51,66,76,85,77,117,91,149,177,238,371,652,892
90524,6685,814,1784,2165,632,380,435,475,702,648,437,253,158,98,64,53,25,40,40,55,49,72,110,133,161,210,268,319,484,652,804,850
92327,4331,600,1087,1348,422,313,252,309,505,412,306,210,120,34,29,31,21,23,33,40,57,94,83,95,110,117,143,183,260,347,548,530
91922,9659,1201,2931,2893,739,564,554,777,1582,1197,654,381,218,145,58,51,55,61,92,103,105,115,129,148,180,202,265,385,496,620,988,1429
92227,5929,628,1665,2100,503,369,325,339,587,500,349,221,103,63,41,32,21,46,46,70,80,83,88,146,162,196,263,294,407,546,795,790
90528,7713,1141,1949,2276,730,485,554,578,712,514,324,230,156,117,138,139,158,139,133,150,160,172,207,208,202,276,315,409,515,679,745,915
90828,4438,501,1239,1381,421,287,278,331,479,399,241,141,95,71,33,21,27,35,23,48,70,67,69,89,108,151,163,240,308,406,540,614
90821,6623,845,1789,1787,597,523,508,574,801,666,402,265,148,72,49,24,33,38,55,57,72,94,109,133,168,194,256,350,418,564,829,826
90822,30215,4219,8234,7573,2987,2290,2385,2527,3650,2673,1650,1142,676,443,220,182,175,186,301,354,438,535,592,620,782,887,1169,1506,1901,2556,3502,4075
92002,2271,243,643,732,240,141,137,135,270,217,156,110,56,37,13,13,22,29,18,24,42,40,41,53,42,70,69,107,138,195,264,245
92517,5223,548,1651,1767,386,229,274,368,611,491,260,186,102,44,28,49,32,47,59,64,56,91,101,120,181,165,205,283,336,402,615,695
92226,4859,524,1462,1662,434,255,234,288,491,383,269,157,90,74,25,36,19,18,29,40,75,53,95,142,154,153,219,249,351,495,612,630
91222,7972,1261,2207,1669,714,654,714,753,1005,715,391,236,157,98,45,59,55,68,79,109,156,152,131,193,203,226,273,310,481,639,1028,1163
92129,5641,567,1865,1898,504,251,287,269,577,478,248,122,80,43,21,17,18,24,30,45,78,111,122,126,183,201,300,295,409,522,795,796
91827,713,105,203,188,48,56,46,67,68,54,42,30,17,15,5,4,5,4,8,11,11,14,12,18,11,22,19,34,43,39,116,111
91820,3437,525,1002,728,273,253,301,355,477,334,261,148,90,50,29,25,19,23,19,28,29,44,52,59,80,66,107,143,188,262,409,495
90525,23487,3166,5860,6412,2406,1704,1925,2014,2595,2104,1552,929,644,405,267,178,133,177,189,235,278,341,361,418,482,649,913,1194,1560,2104,2789,2990
91403,735,102,204,190,47,47,62,83,140,96,47,19,13,3,9,3,4,6,6,6,3,15,8,5,8,11,17,17,22,45,99,133
92123,8743,1063,2344,2451,954,666,614,651,1146,839,469,278,147,101,59,60,73,61,82,95,129,125,163,194,223,260,318,430,584,743,1024,1140
93131,2112,327,719,547,161,108,117,133,213,150,73,45,28,13,7,7,13,17,20,37,25,30,21,40,51,62,80,106,170,227,354,323
91530,1239,141,239,344,138,141,118,118,151,110,66,44,36,17,13,42,41,38,52,30,25,25,18,18,28,20,23,36,53,88,112,153
91722,193,30,50,50,18,16,8,21,32,18,13,3,1,1,2,2,3,2,1,6,6,3,7,2,5,3,5,3,13,13,13,36
90824,12449,1687,3116,3459,1220,973,922,1072,1400,1115,670,452,290,176,105,80,88,93,134,164,165,203,241,264,307,408,445,583,768,1101,1587,1610
92818,1662,228,475,399,143,132,126,159,193,142,90,40,16,11,9,7,13,13,25,25,22,39,27,32,31,35,51,66,134,166,233,242
92918,1568,203,421,381,163,118,133,149,203,141,86,40,29,19,14,16,9,33,29,29,23,34,36,36,23,39,44,54,80,105,212,234
92424,5294,564,1317,1522,625,415,399,452,541,508,359,240,172,92,46,41,41,59,60,67,90,89,105,113,144,185,200,218,326,390,632,576
92304,934,82,259,390,78,45,37,43,100,100,101,50,31,24,6,5,6,5,3,8,4,11,6,12,17,16,28,35,60,78,112,116
92131,6697,759,2220,2285,593,239,273,328,635,457,284,172,71,46,24,17,20,31,46,58,80,105,196,175,264,291,356,412,531,709,855,862
91928,299,40,80,86,23,23,17,30,30,37,20,11,7,4,0,3,2,1,5,2,3,3,11,7,5,8,16,16,12,22,34,40
90931,1862,234,555,514,142,124,133,160,231,166,120,50,35,18,13,18,14,23,9,14,17,25,36,26,46,40,62,81,105,199,231,283
91705,277,27,82,84,24,16,21,23,38,28,17,14,2,3,3,0,1,6,0,0,1,4,4,5,5,5,8,7,8,22,40,56
91022,14097,2174,3993,3080,1244,1100,1165,1341,1515,1119,683,324,247,117,91,82,97,137,188,199,193,229,264,362,357,427,554,811,1061,1355,1707,1978
91831,839,79,202,230,100,69,95,64,88,75,60,41,18,5,6,1,7,4,2,10,13,13,20,32,29,26,23,58,46,58,96,108
92821,1554,228,318,371,147,159,148,183,170,114,65,28,25,14,13,6,9,19,20,31,29,49,44,48,48,39,40,62,74,137,227,243
92231,5772,482,1676,2364,554,212,220,264,670,637,315,174,95,38,23,18,21,28,35,38,78,64,94,121,139,164,216,286,411,551,755,801
92030,3326,404,925,1043,310,183,216,245,456,404,247,129,77,27,15,16,19,22,33,32,44,47,62,59,59,73,98,118,160,202,388,539
92322,8615,1034,2139,2320,1035,647,681,759,1015,670,456,241,160,86,72,66,76,84,85,93,120,115,129,147,175,251,294,442,590,867,1196,1185
91519,6082,951,922,789,790,746,1024,860,274,234,154,80,48,22,31,23,40,66,146,238,380,408,414,411,307,386,348,510,433,334,391,404
90328,4525,566,1213,1195,498,360,321,372,525,439,353,244,139,83,58,28,38,48,49,56,68,79,88,109,103,133,166,154,251,301,455,558
92717,1328,168,269,324,150,138,147,132,129,79,49,26,21,13,10,6,36,40,44,17,14,20,21,36,22,37,53,70,183,153,114,135
90327,6450,942,1699,1663,624,464,507,551,674,516,360,229,158,90,63,51,41,46,83,92,98,93,129,134,173,213,260,327,422,569,801,828
91424,7694,1042,1991,1997,759,570,621,714,1318,1044,590,283,132,76,52,32,38,40,64,76,74,72,93,95,94,116,143,219,322,480,938,1303
91619,8836,1366,2527,1788,674,729,712,1040,1093,800,411,251,186,98,58,49,38,64,100,136,172,169,172,189,206,198,272,351,483,670,1179,1491
92520,3469,368,974,980,340,276,272,259,324,313,187,103,64,24,27,24,33,41,55,61,62,73,62,69,79,118,141,186,234,298,403,488
92526,781,93,186,240,84,61,65,52,87,78,54,29,14,5,3,4,5,6,7,11,12,10,14,16,15,21,36,33,55,90,76,100
90429,2990,411,876,875,247,158,190,233,348,277,177,101,57,17,14,17,17,18,18,27,33,38,46,54,65,87,104,154,210,310,382,419
90929,1791,227,513,522,167,111,129,122,208,158,133,57,34,39,20,18,17,23,29,32,36,42,31,51,34,63,67,85,84,147,185,198
90324,2289,290,667,689,189,139,161,154,287,197,116,70,56,55,28,26,22,13,22,18,28,33,43,48,42,78,75,100,159,201,259,313
92525,1965,200,599,609,197,117,117,126,209,159,149,100,35,12,17,17,12,11,19,16,21,19,24,29,49,63,98,116,139,140,216,295
91021,11332,1714,2966,2564,1091,909,1004,1084,1419,921,508,282,129,55,53,55,42,80,95,130,122,147,199,207,257,309,399,521,807,1142,1681,1772
92230,5652,656,1773,1991,451,215,241,325,607,441,270,129,54,37,23,21,26,30,38,67,56,97,88,111,190,196,251,318,477,597,729,799
92905,1434,184,438,317,136,103,119,137,158,120,63,54,18,6,7,5,5,9,17,27,25,22,21,25,37,38,45,86,86,132,186,242
92019,2771,405,820,688,224,188,207,239,242,170,84,65,28,21,24,31,41,34,50,49,59,55,79,69,89,108,123,181,214,255,335,365
92812,2619,375,704,608,263,198,216,255,294,201,129,81,47,31,13,20,20,23,38,35,39,61,49,73,62,89,118,115,141,238,323,379
92102,2543,271,699,782,293,167,157,174,268,214,130,114,70,38,18,11,11,14,21,30,30,39,51,60,69,86,127,189,185,224,266,278
91918,3819,648,894,763,328,366,394,426,485,378,200,139,73,40,23,18,67,137,96,95,106,121,136,118,134,76,86,111,172,205,316,487
92423,4815,565,1207,1388,612,359,309,375,413,355,239,167,101,69,32,39,48,64,80,81,92,110,119,136,165,182,252,274,349,426,481,541
91731,1343,212,319,272,146,106,128,160,134,131,107,40,22,19,22,18,14,17,16,19,19,16,24,20,24,30,37,43,61,103,171,236
92426,4147,625,1068,937,436,311,372,398,420,339,264,165,107,60,42,33,34,44,41,46,46,53,50,83,105,143,187,247,317,371,462,488
92001,2243,305,618,591,242,167,146,174,271,206,133,73,44,17,10,18,17,20,44,44,43,36,45,40,46,55,65,97,142,142,297,338
90427,5807,952,1512,1356,503,462,465,557,610,496,341,198,131,77,51,76,35,40,44,65,70,84,90,124,168,162,209,261,400,540,714,821
91822,4018,482,1235,1120,294,253,317,317,565,447,255,140,61,51,24,22,17,23,31,33,37,57,49,72,74,90,113,135,235,271,540,676
90229,2561,294,679,828,270,176,163,151,265,228,174,123,51,26,21,14,10,23,21,19,32,46,45,50,73,80,89,137,177,207,324,326
92710,472,51,158,149,30,14,32,38,48,42,25,12,4,3,1,3,1,12,6,7,7,11,12,18,23,13,20,11,28,31,64,70
91701,1607,234,343,379,180,155,143,173,186,132,52,34,21,18,2,13,15,37,66,58,49,35,37,32,51,70,57,52,72,120,179,219
92223,6809,867,1855,1836,647,497,527,580,734,583,428,240,100,63,28,22,39,47,128,77,106,97,107,116,151,184,236,376,437,609,904,997
92021,1519,146,377,454,162,134,120,126,186,153,92,48,20,9,19,10,8,17,13,12,20,23,35,31,29,41,68,83,83,116,188,215
91421,3281,530,881,655,246,260,304,405,384,317,163,77,47,36,29,29,31,65,78,65,61,53,42,36,54,60,81,94,144,273,464,598
91901,1739,207,430,562,150,118,120,152,202,184,120,63,35,14,9,6,9,21,13,24,24,32,34,23,28,44,53,54,88,140,226,293
92524,1610,132,463,598,186,86,76,69,190,160,133,90,53,18,10,8,9,7,9,9,18,14,26,23,25,27,34,51,84,132,230,250
92816,1821,321,503,432,151,119,146,149,200,156,98,50,22,21,21,11,17,25,29,27,25,33,25,54,46,41,55,74,93,132,247,319
91322,2409,405,778,527,158,158,164,219,295,212,103,65,38,34,17,11,26,22,27,35,23,35,30,52,42,65,80,104,141,235,338,379
92723,2154,164,667,819,206,93,95,110,276,259,201,116,28,16,5,7,9,9,13,11,20,20,19,35,32,50,58,85,114,177,268,326
90330,806,116,211,243,77,59,42,58,83,62,43,38,26,10,5,3,8,14,15,15,13,18,14,17,15,27,36,30,50,66,90,108
91608,284,45,93,79,17,12,15,23,33,25,6,3,1,0,2,2,2,3,2,0,3,6,4,2,5,9,5,10,26,32,64,39
91023,3130,450,813,688,331,272,257,319,329,298,216,143,97,51,23,23,23,26,39,38,35,47,46,65,78,91,157,168,225,248,297,367
90129,2841,326,825,777,298,218,198,199,293,250,167,99,55,19,26,40,17,27,47,47,60,67,72,76,81,104,113,128,156,234,314,349
92606,999,119,321,275,78,60,67,79,113,101,75,26,12,7,5,3,8,4,7,10,22,10,17,20,26,26,38,42,60,83,132,152
91522,2850,469,662,553,276,252,249,389,329,276,172,88,59,27,11,19,14,28,24,37,50,52,40,43,47,76,119,136,164,209,379,451
92130,5198,532,1541,1845,464,230,269,317,621,439,270,148,69,33,22,22,36,32,51,50,94,81,124,112,129,166,199,234,361,471,688,746
91725,1031,98,324,381,71,44,67,46,139,124,78,46,26,18,15,10,3,7,8,5,8,4,8,11,10,24,29,30,44,70,146,168
91724,534,55,177,163,41,30,40,28,63,49,22,16,14,6,5,2,2,2,5,5,3,9,15,11,13,17,9,31,30,41,75,89
92106,597,39,171,258,59,17,19,34,77,51,50,47,23,7,1,0,3,5,6,6,8,10,16,11,18,13,17,16,37,43,63,69
91919,6655,965,1802,1415,589,518,625,741,766,595,365,195,95,60,40,36,99,157,141,110,85,138,158,189,169,198,228,306,449,508,684,884
92817,669,66,205,181,60,54,37,66,108,56,28,12,11,9,3,6,7,5,4,6,6,12,19,19,18,15,15,26,57,50,87,90
91505,124,26,34,33,8,8,9,6,9,11,7,2,1,0,0,0,0,1,1,1,0,2,3,0,5,9,4,11,11,7,24,15
90118,2672,406,743,548,257,230,230,258,286,212,132,82,48,25,11,16,19,21,48,62,93,98,95,98,88,77,98,105,149,205,295,309
92921,1697,202,322,415,200,166,197,195,186,122,84,38,29,16,8,15,12,18,34,25,36,31,35,39,32,40,58,76,75,146,266,276
91906,975,74,269,394,87,36,54,61,130,99,62,47,15,9,9,4,4,5,7,8,9,9,13,24,26,38,39,55,53,93,105,112
91623,2319,284,579,662,237,175,177,205,238,171,87,66,47,24,7,17,26,24,31,34,48,65,47,72,76,90,107,121,156,182,248,335
91920,3022,388,779,812,203,179,332,329,439,319,211,129,78,29,16,25,19,31,25,24,31,36,41,45,58,49,74,107,139,209,361,527
92922,430,46,105,103,46,37,44,49,53,33,19,10,5,1,2,4,8,3,2,5,7,4,8,5,10,10,9,10,10,50,82,80
90204,79,8,27,22,5,8,5,4,16,12,5,1,0,0,0,0,1,1,1,2,0,0,0,3,2,4,0,1,8,3,7,12
91703,366,46,110,112,24,19,18,37,32,20,7,4,2,2,4,3,2,2,8,5,4,6,9,7,4,19,27,7,25,43,64,60
92029,1256,137,455,401,103,45,60,55,137,110,59,23,20,6,5,1,3,6,3,4,11,15,22,14,28,35,49,66,96,143,179,221
91804,1328,135,409,431,100,85,78,90,106,98,59,35,22,15,4,7,5,16,16,16,18,29,37,28,37,32,65,88,104,142,181,168
91521,380,53,106,92,20,17,24,68,52,41,23,9,6,1,5,1,4,2,2,7,3,2,4,7,9,7,5,9,11,33,54,83
92324,3892,544,972,978,403,304,348,343,382,309,239,159,110,48,39,42,40,50,63,55,51,64,93,85,104,118,139,181,240,344,448,489
92626,2324,218,685,742,204,158,145,172,295,207,161,89,40,17,11,12,12,22,27,33,39,45,33,48,59,60,77,102,146,177,273,339
91806,1402,105,499,520,85,59,54,80,165,122,64,26,11,12,8,6,2,7,8,13,12,13,12,16,24,21,39,58,124,153,252,234
90430,542,54,204,152,37,28,40,27,53,46,24,33,11,4,1,1,3,11,12,6,8,13,7,11,13,14,24,24,33,43,77,70
91221,2295,369,597,431,207,223,222,246,246,167,76,51,42,25,34,22,12,25,36,31,37,43,40,43,32,33,81,130,132,236,325,396
91324,3157,444,899,855,243,219,228,269,459,317,176,105,46,35,20,14,20,18,18,21,47,41,43,54,59,54,93,113,188,274,405,537
91729,911,99,188,377,79,44,60,64,83,59,50,21,13,7,3,5,5,6,9,4,14,13,9,20,20,17,35,67,93,101,127,130
